CrimeId,Count,Type,Cleared,LocationId
2630,27,4,0,919
2631,11,6,1,917
2632,6,4,1,413
2633,9,4,1,533
2634,26,6,1,596
2635,30,5,0,877
2636,20,2,0,552
2637,22,4,1,139
2638,27,3,1,94
2639,13,2,0,320
2640,22,5,0,324
2641,5,2,1,664
2642,5,2,1,206
2643,0,2,1,896
2644,26,0,0,304
2645,25,2,1,781
2646,9,6,1,262
2647,1,6,1,191
2648,4,5,1,157
2649,4,5,1,361
2650,0,4,0,654
2651,18,1,1,20
2652,24,4,1,399
2653,0,2,0,645
2654,2,6,0,261
2655,13,5,1,484
2656,28,3,0,269
2657,9,5,1,160
2658,25,0,1,499
2659,19,3,1,421
2660,5,6,0,780
2661,2,6,0,776
2662,0,5,0,935
2663,27,2,0,819
2664,3,6,0,410
2665,10,1,1,210
2666,4,4,1,998
2667,1,6,1,205
2668,29,6,1,636
2669,4,6,0,963
2670,29,4,1,776
2671,5,3,1,284
2672,12,0,1,759
2673,17,1,1,970
2674,22,5,0,770
2675,30,6,1,558
2676,9,6,0,263
2677,16,1,0,970
2678,18,0,0,616
2679,14,5,0,214
2680,14,2,0,786
2681,4,1,1,788
2682,22,1,1,901
2683,25,6,1,600
2684,16,2,1,336
2685,25,3,1,790
2686,22,1,1,921
2687,7,1,0,560
2688,8,6,1,999
2689,15,3,0,190
2690,16,6,1,833
2691,11,6,1,276
2692,10,3,1,613
2693,11,5,1,756
2694,1,2,1,259
2695,8,3,1,694
2696,8,5,0,421
2697,9,6,1,563
2698,23,3,0,15
2699,14,6,0,924
2700,22,5,1,939
2701,24,5,0,376
2702,17,0,0,730
2703,7,2,1,257
2704,21,4,0,25
2705,6,1,1,988
2706,27,0,1,909
2707,28,2,1,517
2708,23,6,0,425
2709,8,1,1,786
2710,9,3,1,705
2711,2,6,1,473
2712,24,6,1,567
2713,12,1,0,689
2714,12,0,0,877
2715,20,5,1,847
2716,29,1,1,686
2717,1,5,1,264
2718,9,3,0,241
2719,14,1,1,582
2720,23,6,1,834
2721,17,6,1,96
2722,11,2,1,110
2723,24,4,0,243
2724,18,1,1,496
2725,17,5,1,756
2726,7,2,1,849
2727,6,2,0,509
2728,0,6,1,695
2729,10,1,1,683
2730,1,0,1,594
2731,17,2,0,886
2732,6,4,1,466
2733,10,0,1,42
2734,7,6,1,817
2735,3,6,0,90
2736,16,4,0,333
2737,6,1,1,999
2738,10,4,0,778
2739,10,5,0,487
2740,27,6,1,143
2741,2,6,0,925
2742,7,5,1,266
2743,20,6,0,100
2744,22,0,0,927
2745,26,4,0,353
2746,24,2,0,605
2747,26,2,0,771
2748,30,6,0,478
2749,4,6,0,685
2750,19,3,1,980
2751,28,3,0,711
2752,26,4,1,709
2753,16,4,0,274
2754,13,5,1,561
2755,28,1,1,19
2756,25,5,0,825
2757,29,0,1,232
2758,5,1,1,843
2759,20,1,1,790
2760,26,4,0,190
2761,24,1,0,91
2762,4,3,1,795
2763,28,6,1,582
2764,24,1,0,91
2765,12,4,0,52
2766,7,0,0,152
2767,8,3,0,37
2768,29,1,0,638
2769,3,3,1,689
2770,2,1,0,40
2771,25,1,1,938
2772,9,2,0,745
2773,7,0,0,964
2774,24,2,1,163
2775,0,4,0,83
2776,18,2,1,90
2777,7,6,0,389
2778,19,1,1,804
2779,19,6,0,25
2780,29,5,0,833
2781,15,5,1,419
2782,22,3,1,334
2783,18,3,1,369
2784,17,5,1,645
2785,5,2,1,350
2786,20,0,0,336
2787,11,4,0,176
2788,9,3,0,42
2789,25,6,0,577
2790,18,2,0,98
2791,3,0,0,885
2792,5,4,0,395
2793,13,5,1,372
2794,8,3,0,376
2795,22,4,1,897
2796,3,2,0,777
2797,7,3,0,23
2798,17,4,1,37
2799,24,6,0,940
2800,21,6,1,585
2801,1,3,1,864
2802,27,3,0,270
2803,5,6,0,878
2804,0,3,0,765
2805,0,2,0,124
2806,7,3,0,783
2807,16,2,0,799
2808,15,2,0,590
2809,25,4,0,621
2810,8,6,1,908
2811,14,4,1,968
2812,0,3,0,372
2813,19,4,0,376
2814,4,1,0,922
2815,30,5,1,570
2816,27,5,1,143
2817,28,6,0,875
2818,16,4,1,93
2819,14,4,0,741
2820,4,6,1,225
2821,27,0,0,689
2822,7,2,1,374
2823,14,3,1,926
2824,28,4,0,708
2825,10,0,1,569
2826,27,4,1,223
2827,3,5,1,885
2828,0,0,0,609
2829,19,3,1,441
2830,4,4,1,966
2831,8,1,1,516
2832,7,5,1,56
2833,4,2,1,133
2834,2,6,1,646
2835,25,4,0,132
2836,23,2,1,857
2837,3,4,1,506
2838,28,2,1,212
2839,3,0,1,983
2840,29,0,0,349
2841,18,4,1,696
2842,28,2,1,753
2843,4,0,0,981
2844,29,2,0,428
2845,0,3,0,212
2846,1,1,0,207
2847,3,2,1,964
2848,15,4,0,361
2849,18,5,0,205
2850,10,2,1,77
2851,29,0,0,433
2852,12,6,1,58
2853,12,3,1,279
2854,6,6,1,252
2855,13,3,0,908
2856,23,5,0,965
2857,17,4,1,291
2858,26,4,0,677
2859,24,6,0,858
2860,23,4,1,363
2861,23,5,0,809
2862,27,1,0,197
2863,0,1,0,483
2864,16,2,1,850
2865,21,3,0,293
2866,10,1,0,830
2867,6,4,1,627
2868,9,5,1,273
2869,28,1,1,90
2870,12,4,0,84
2871,23,5,1,999
2872,6,6,0,140
2873,12,5,0,713
2874,17,6,1,963
2875,2,5,1,312
2876,0,6,1,588
2877,27,2,1,820
2878,14,5,1,711
2879,7,3,1,444
2880,24,0,1,419
2881,2,0,1,402
2882,21,5,0,429
2883,16,5,0,778
2884,17,3,0,1000
2885,28,6,1,973
2886,2,1,0,274
2887,24,5,0,816
2888,24,1,1,793
2889,7,2,0,121
2890,17,3,0,718
2891,30,2,1,206
2892,16,0,1,82
2893,8,6,0,835
2894,13,5,0,747
2895,16,6,1,527
2896,24,3,1,698
2897,1,2,1,423
2898,17,3,1,778
2899,3,1,1,267
2900,15,5,1,657
2901,15,5,1,597
2902,28,2,1,598
2903,14,4,0,170
2904,25,0,1,164
2905,11,3,0,597
2906,0,5,0,755
2907,2,0,1,527
2908,29,2,0,83
2909,23,6,0,650
2910,23,2,0,742
2911,19,6,0,666
2912,30,2,0,983
2913,2,4,1,695
2914,24,6,1,122
2915,16,4,1,747
2916,24,4,1,524
2917,29,5,1,114
2918,11,1,0,620
2919,22,1,0,408
2920,18,0,0,7
2921,20,5,1,310
2922,18,5,0,411
2923,5,5,1,754
2924,18,2,0,964
2925,29,0,0,289
2926,18,5,0,685
2927,23,2,1,606
2928,15,3,0,912
2929,11,4,0,570
2930,15,2,0,426
2931,11,1,0,655
2932,8,6,0,954
2933,29,4,1,915
2934,28,1,1,190
2935,8,1,0,835
2936,29,4,1,100
2937,26,1,0,930
2938,3,3,1,814
2939,29,5,1,874
2940,2,4,1,89
2941,22,5,0,545
2942,30,2,1,211
2943,6,2,0,228
2944,5,3,1,341
2945,28,4,0,492
2946,26,6,1,490
2947,12,5,1,216
2948,24,0,0,976
2949,19,6,1,701
2950,27,6,0,457
2951,30,4,0,788
2952,17,4,1,456
2953,23,5,1,806
2954,15,1,1,229
2955,2,4,1,924
2956,0,3,1,599
2957,27,3,1,483
2958,2,4,1,373
2959,22,4,0,759
2960,3,2,1,572
2961,3,6,0,869
2962,10,4,1,976
2963,9,3,0,780
2964,22,1,1,329
2965,13,2,1,832
2966,3,6,1,942
2967,20,0,1,415
2968,28,3,1,497
2969,10,5,1,434
2970,0,2,1,302
2971,30,5,0,769
2972,4,2,1,322
2973,11,4,1,659
2974,6,4,0,91
2975,27,3,0,540
2976,20,3,0,877
2977,19,1,0,576
2978,4,3,1,745
2979,27,6,1,804
2980,30,6,0,510
2981,20,0,1,822
2982,17,2,0,680
2983,10,1,0,355
2984,30,2,1,205
2985,20,1,0,938
2986,28,5,0,895
2987,18,1,0,290
2988,22,2,1,822
2989,6,1,1,698
2990,15,5,1,217
2991,14,4,0,529
2992,27,5,0,805
2993,26,5,0,31
2994,28,0,1,443
2995,26,1,0,846
2996,29,5,1,548
2997,27,6,0,566
2998,29,2,0,766
2999,0,0,1,823
3000,9,5,0,147
3001,18,5,1,926
3002,25,2,1,258
3003,13,1,0,462
3004,18,3,0,553
3005,19,6,0,877
3006,19,6,1,523
3007,3,4,1,649
3008,22,5,1,262
3009,23,6,0,762
3010,22,6,0,61
3011,14,2,0,966
3012,13,6,1,482
3013,14,2,1,936
3014,13,3,1,899
3015,2,5,1,504
3016,7,0,0,543
3017,11,4,1,905
3018,15,4,0,229
3019,0,5,0,128
3020,6,6,1,30
3021,9,2,1,812
3022,0,3,1,129
3023,23,6,1,67
3024,3,0,1,755
3025,8,6,0,150
3026,25,3,0,591
3027,1,3,1,175
3028,21,1,0,438
3029,21,0,1,828
3030,3,3,0,336
3031,3,4,0,225
3032,14,2,0,514
3033,22,5,0,573
3034,9,4,0,885
3035,4,6,0,927
3036,14,6,1,815
3037,29,5,0,834
3038,5,0,1,431
3039,4,3,0,317
3040,16,3,0,766
3041,20,4,1,689
3042,28,1,1,211
3043,16,3,0,783
3044,9,5,1,460
3045,7,6,0,116
3046,28,2,1,15
3047,10,1,1,400
3048,20,0,1,646
3049,4,4,0,287
3050,13,4,1,390
3051,25,1,0,710
3052,17,4,0,633
3053,21,2,1,294
3054,23,2,1,296
3055,12,2,1,498
3056,16,1,1,788
3057,24,5,0,875
3058,14,0,0,264
3059,15,3,0,530
3060,14,2,1,760
3061,9,1,0,589
3062,30,0,1,856
3063,3,5,0,57
3064,11,1,0,843
3065,28,3,1,600
3066,15,5,0,8
3067,7,3,1,871
3068,25,1,0,98
3069,25,6,0,329
3070,6,4,1,600
3071,27,3,0,630
3072,14,2,0,155
3073,17,5,0,650
3074,10,3,0,283
3075,1,3,0,28
3076,10,2,0,795
3077,25,6,1,231
3078,27,1,0,237
3079,14,0,1,374
3080,2,2,1,671
3081,12,6,1,167
3082,20,4,0,228
3083,13,4,0,307
3084,29,1,1,331
3085,7,1,1,966
3086,3,2,1,66
3087,10,6,1,82
3088,24,3,1,455
3089,9,3,0,355
3090,12,6,0,11
3091,25,1,1,696
3092,5,3,1,25
3093,12,1,1,179
3094,25,6,1,31
3095,11,0,1,925
3096,27,5,1,873
3097,17,3,0,300
3098,22,0,0,499
3099,27,1,0,732
3100,13,2,0,627
3101,6,4,0,91
3102,6,2,0,301
3103,16,3,1,449
3104,5,5,1,637
3105,21,0,1,34
3106,18,3,0,810
3107,13,6,1,822
3108,5,4,0,164
3109,11,6,0,223
3110,25,2,0,666
3111,17,5,1,507
3112,0,2,1,954
3113,26,6,1,45
3114,3,4,0,380
3115,14,4,1,684
3116,19,1,0,840
3117,20,4,1,955
3118,20,3,0,260
3119,3,1,0,265
3120,30,3,1,218
3121,28,6,1,197
3122,7,3,0,950
3123,7,1,0,828
3124,7,4,1,810
3125,11,6,0,257
3126,23,0,0,211
3127,25,2,0,151
3128,9,1,0,868
3129,19,1,0,538
3130,0,0,0,784
3131,17,3,0,307
3132,11,2,1,151
3133,28,6,0,618
3134,27,0,0,944
3135,7,0,1,830
3136,5,2,1,257
3137,10,5,1,904
3138,22,3,0,734
3139,14,4,1,921
3140,10,1,0,575
3141,2,1,0,202
3142,3,5,1,289
3143,24,4,0,783
3144,12,4,0,765
3145,13,1,0,464
3146,17,2,1,162
3147,0,0,1,60
3148,9,2,0,634
3149,9,3,0,75
3150,27,6,1,50
3151,1,1,0,836
3152,0,5,1,426
3153,3,2,1,701
3154,29,3,0,902
3155,22,3,0,313
3156,29,6,0,901
3157,21,0,1,440
3158,9,6,0,588
3159,19,5,0,803
3160,4,4,0,84
3161,14,4,1,38
3162,24,0,1,849
3163,23,2,0,318
3164,27,0,0,692
3165,9,1,0,647
3166,13,2,1,263
3167,0,2,0,852
3168,28,5,0,937
3169,5,3,1,804
3170,1,6,1,762
3171,3,0,0,916
3172,3,1,1,765
3173,25,0,0,568
3174,23,3,1,590
3175,17,4,1,681
3176,28,1,0,617
3177,6,1,1,386
3178,17,0,0,132
3179,1,4,0,831
3180,1,6,1,958
3181,16,0,1,327
3182,6,6,1,227
3183,3,2,0,599
3184,23,4,0,755
3185,27,4,0,775
3186,9,3,1,258
3187,12,2,0,324
3188,19,3,0,361
3189,3,6,1,69
3190,2,3,1,647
3191,19,4,1,356
3192,9,0,1,813
3193,18,6,0,854
3194,17,0,0,682
3195,1,6,0,778
3196,28,6,0,40
3197,28,3,0,519
3198,7,3,1,891
3199,8,3,1,534
3200,8,2,0,103
3201,28,4,1,774
3202,15,4,0,168
3203,11,5,0,770
3204,27,0,0,257
3205,21,1,0,685
3206,29,1,1,377
3207,12,1,1,956
3208,13,6,0,227
3209,30,5,1,842
3210,17,0,1,990
3211,26,6,0,419
3212,2,0,1,540
3213,17,0,0,438
3214,10,2,1,878
3215,1,6,0,1000
3216,27,3,0,708
3217,15,2,1,290
3218,28,2,0,206
3219,22,4,1,474
3220,24,4,0,388
3221,30,0,0,965
3222,28,4,1,801
3223,13,6,1,730
3224,4,0,0,32
3225,0,1,0,561
3226,23,0,1,875
3227,21,6,1,309
3228,17,5,0,252
3229,20,1,0,277
3230,24,0,0,232
3231,4,1,1,741
3232,23,4,0,765
3233,5,4,1,48
3234,23,1,0,159
3235,8,2,1,379
3236,11,0,0,849
3237,15,2,1,131
3238,19,1,0,616
3239,7,2,1,48
3240,18,4,1,734
3241,28,6,1,596
3242,24,1,0,374
3243,13,6,1,504
3244,23,5,0,482
3245,28,0,1,458
3246,12,4,1,20
3247,8,2,1,238
3248,11,2,1,416
3249,5,4,1,990
3250,5,6,0,792
3251,17,3,1,149
3252,9,5,1,5
3253,27,0,0,334
3254,18,1,0,444
3255,13,4,1,503
3256,8,4,0,863
3257,5,6,1,618
3258,29,4,0,709
3259,4,1,0,119
3260,0,2,1,392
3261,25,4,1,163
3262,22,2,1,819
3263,28,1,1,247
3264,8,1,0,179
3265,9,2,0,279
3266,24,4,1,918
3267,30,1,0,34
3268,29,4,1,671
3269,9,3,0,864
3270,5,5,1,710
3271,27,2,1,645
3272,29,5,0,660
3273,17,4,0,371
3274,23,3,0,247
3275,29,5,1,380
3276,26,6,0,814
3277,26,3,1,803
3278,20,6,0,606
3279,4,5,1,825
3280,23,1,1,256
3281,24,0,1,549
3282,27,4,0,228
3283,19,6,0,851
3284,24,1,0,637
3285,21,4,1,558
3286,24,3,1,106
3287,27,3,0,242
3288,9,3,1,737
3289,4,2,1,643
3290,20,4,0,987
3291,23,5,0,958
3292,28,1,0,302
3293,8,6,1,30
3294,30,4,0,52
3295,0,6,0,228
3296,20,1,1,889
3297,9,0,1,424
3298,1,0,0,204
3299,4,5,1,465
3300,21,1,0,937
3301,3,2,1,597
3302,7,0,0,846
3303,2,0,1,261
3304,25,6,1,746
3305,1,4,0,892
3306,28,0,0,132
3307,0,3,0,191
3308,28,1,1,192
3309,12,6,1,617
3310,1,4,0,642
3311,21,2,0,926
3312,2,6,1,84
3313,7,3,0,825
3314,14,4,0,673
3315,3,6,0,892
3316,29,1,1,326
3317,22,3,0,641
3318,16,5,1,880
3319,6,6,0,144
3320,14,6,0,393
3321,27,5,0,167
3322,23,1,0,526
3323,29,4,1,164
3324,16,4,1,306
3325,5,2,1,197
3326,29,4,1,608
3327,19,3,1,268
3328,21,2,1,284
3329,9,0,1,391
3330,22,0,1,566
3331,18,6,0,507
3332,30,4,0,924
3333,1,0,1,143
3334,0,5,1,876
3335,13,3,0,979
3336,10,6,0,946
3337,27,0,0,667
3338,4,3,0,334
3339,27,3,1,587
3340,24,5,1,621
3341,1,6,0,316
3342,9,5,0,197
3343,2,3,1,753
3344,3,3,1,577
3345,23,6,0,638
3346,26,2,0,25
3347,11,2,1,293
3348,29,2,0,875
3349,23,3,1,36
3350,14,4,0,854
3351,2,2,1,862
3352,19,3,0,109
3353,13,5,0,485
3354,15,5,0,272
3355,23,3,1,803
3356,7,4,1,122
3357,27,5,1,893
3358,5,4,1,998
3359,5,3,1,602
3360,13,0,1,844
3361,13,4,0,32
3362,7,6,0,192
3363,25,1,0,197
3364,10,3,1,766
3365,18,2,0,134
3366,8,6,1,303
3367,23,2,1,16
3368,27,5,0,287
3369,12,4,0,600
3370,19,5,0,15
3371,16,3,0,7
3372,22,6,0,418
3373,2,2,0,803
3374,17,3,1,961
3375,19,4,0,281
3376,3,2,0,315
3377,24,3,1,159
3378,8,1,0,690
3379,26,1,0,829
3380,0,3,1,112
3381,4,1,1,203
3382,8,0,0,68
3383,23,5,0,227
3384,12,4,0,937
3385,25,4,1,882
3386,16,5,0,395
3387,4,6,1,223
3388,9,5,0,538
3389,10,4,1,489
3390,11,0,0,616
3391,26,0,1,224
3392,15,5,1,937
3393,23,0,0,137
3394,26,5,0,945
3395,0,3,0,894
3396,15,6,0,161
3397,20,6,0,726
3398,1,0,0,916
3399,7,1,0,905
3400,4,4,0,347
3401,17,1,0,249
3402,24,4,1,45
3403,30,5,1,986
3404,19,2,1,939
3405,2,0,1,482
3406,24,3,0,242
3407,14,4,1,45
3408,9,3,0,278
3409,11,4,0,49
3410,26,1,1,744
3411,24,5,0,255
3412,3,3,1,342
3413,18,1,0,995
3414,21,0,1,596
3415,0,3,0,986
3416,30,3,0,297
3417,1,4,0,116
3418,7,5,1,724
3419,19,3,1,469
3420,7,3,1,65
3421,27,0,0,289
3422,11,2,1,447
3423,21,1,0,94
3424,20,5,1,291
3425,13,6,1,806
3426,27,1,1,389
3427,7,6,1,215
3428,6,5,0,175
3429,22,3,0,671
3430,14,5,0,787
3431,11,4,1,618
3432,10,4,1,842
3433,22,4,0,47
3434,20,3,0,27
3435,24,3,0,348
3436,20,4,1,368
3437,13,6,1,733
3438,8,3,1,45
3439,30,6,0,660
3440,14,1,1,533
3441,11,4,0,582
3442,16,3,1,553
3443,30,1,1,220
3444,12,3,1,910
3445,19,4,0,353
3446,1,5,0,40
3447,5,5,1,78
3448,21,1,0,193
3449,9,0,0,896
3450,3,2,0,87
3451,5,0,1,174
3452,14,3,1,275
3453,4,3,1,749
3454,0,0,1,675
3455,25,0,0,68
3456,29,0,1,988
3457,20,6,1,654
3458,21,5,0,660
3459,10,0,1,449
3460,28,5,0,948
3461,1,5,0,732
3462,17,5,0,822
3463,17,4,0,544
3464,3,0,0,22
3465,26,3,0,277
3466,17,4,1,781
3467,21,4,0,824
3468,26,5,1,364
3469,24,3,0,932
3470,27,6,1,719
3471,26,0,1,121
3472,15,1,0,613
3473,24,6,0,83
3474,18,2,1,935
3475,29,3,1,838
3476,16,1,1,915
3477,27,4,1,883
3478,25,2,1,502
3479,18,5,0,442
3480,3,6,0,130
3481,26,2,0,546
3482,18,0,0,632
3483,4,4,1,520
3484,18,0,1,477
3485,4,4,1,961
3486,19,2,1,190
3487,19,0,1,85
3488,15,1,0,239
3489,24,4,0,303
3490,11,6,0,101
3491,20,2,0,129
3492,23,1,0,441
3493,24,5,0,996
3494,29,3,0,353
3495,17,5,0,470
3496,1,0,1,773
3497,15,3,0,460
3498,8,1,0,958
3499,2,1,0,877
3500,7,3,0,270
3501,7,6,0,450
3502,22,3,0,361
3503,29,0,0,397
3504,30,4,0,838
3505,14,6,0,270
3506,23,3,0,426
3507,4,2,0,374
3508,21,5,1,688
3509,4,4,0,279
3510,20,1,1,821
3511,15,4,1,209
3512,17,5,0,231
3513,12,4,0,824
3514,7,4,0,509
3515,8,5,0,920
3516,24,5,1,115
3517,15,1,0,993
3518,6,4,1,778
3519,22,2,1,241
3520,13,4,1,898
3521,26,5,0,439
3522,16,4,0,510
3523,12,6,0,232
3524,26,5,1,255
3525,29,3,0,631
3526,28,6,0,537
3527,2,3,0,668
3528,4,1,0,15
3529,4,1,0,411
3530,28,6,1,499
3531,10,6,0,827
3532,28,6,1,755
3533,4,5,1,207
3534,9,4,1,344
3535,16,2,1,554
3536,27,1,1,753
3537,23,4,1,163
3538,27,0,0,458
3539,2,6,0,192
3540,21,5,0,330
3541,8,1,1,20
3542,22,6,1,878
3543,16,0,0,658
3544,24,4,1,893
3545,19,6,0,731
3546,19,2,1,330
3547,7,4,1,231
3548,1,3,1,781
3549,17,4,0,985
3550,16,6,1,291
3551,8,1,1,662
3552,12,5,0,966
3553,14,0,0,940
3554,2,3,0,606
3555,1,0,0,192
3556,3,2,1,84
3557,29,2,1,728
3558,28,0,0,550
3559,9,4,0,834
3560,19,3,1,800
3561,3,5,1,459
3562,17,1,0,846
3563,2,6,0,261
3564,23,4,0,193
3565,12,2,1,839
3566,25,3,1,16
3567,3,4,0,924
3568,18,1,0,293
3569,28,2,1,39
3570,2,3,0,608
3571,0,4,0,667
3572,22,4,0,30
3573,12,6,0,933
3574,2,2,1,234
3575,13,4,1,334
3576,26,3,1,527
3577,22,6,0,159
3578,11,6,0,572
3579,30,3,1,296
3580,8,6,0,617
3581,10,1,1,23
3582,16,6,0,190
3583,26,5,0,152
3584,15,5,0,386
3585,24,4,1,528
3586,9,0,1,936
3587,23,2,0,935
3588,19,6,0,10
3589,20,6,0,618
3590,13,0,0,818
3591,5,3,1,585
3592,8,1,0,487
3593,23,2,0,238
3594,2,1,1,438
3595,5,1,0,327
3596,29,3,1,101
3597,4,2,1,700
3598,11,3,0,291
3599,5,5,1,912
3600,17,6,1,388
3601,30,2,0,539
3602,21,0,1,528
3603,8,3,0,431
3604,19,0,1,983
3605,17,2,0,912
3606,8,2,1,336
3607,0,4,1,184
3608,17,5,1,885
3609,27,1,0,424
3610,2,3,1,434
3611,12,3,0,180
3612,29,5,1,239
3613,17,0,0,641
3614,1,0,1,680
3615,21,1,0,38
3616,7,2,1,959
3617,8,1,0,643
3618,30,5,0,296
3619,13,6,0,578
3620,0,4,0,947
3621,7,2,1,624
3622,11,0,1,227
3623,29,1,1,800
3624,20,2,0,963
3625,26,4,1,984
3626,12,3,1,887
3627,9,4,0,618
3628,4,6,1,549
3629,3,2,1,984
3630,23,6,0,923
3631,16,3,0,67
3632,0,5,1,366
3633,16,2,0,658
3634,17,2,0,91
3635,12,4,0,495
3636,6,3,0,347
3637,5,6,0,589
3638,19,4,0,868
3639,6,2,1,692
3640,28,5,0,510
3641,11,0,1,784
3642,23,4,1,862
3643,12,4,1,160
3644,23,3,0,174
3645,20,6,1,872
3646,4,6,0,659
3647,30,4,1,1000
3648,13,3,1,387
3649,22,3,0,584
3650,3,5,1,462
3651,28,3,1,774
3652,19,3,0,581
3653,0,6,0,530
3654,23,3,0,199
3655,9,0,1,565
3656,13,3,1,932
3657,30,1,1,529
3658,0,5,1,794
3659,23,3,1,628
3660,28,0,0,823
3661,7,0,0,24
3662,13,4,0,444
3663,7,6,1,722
3664,3,2,0,672
3665,13,4,1,914
3666,12,6,0,372
3667,24,0,0,835
3668,18,5,0,24
3669,15,6,1,869
3670,6,1,1,454
3671,3,6,0,607
3672,28,2,1,380
3673,26,2,0,877
3674,25,0,1,6
3675,13,1,0,920
3676,4,4,0,163
3677,6,3,0,929
3678,28,0,0,419
3679,24,0,0,915
3680,5,0,0,295
3681,27,1,1,982
3682,25,6,1,923
3683,16,3,0,573
3684,5,5,0,527
3685,0,4,1,443
3686,12,1,1,845
3687,5,1,0,676
3688,26,0,0,566
3689,18,5,0,200
3690,22,1,1,32
3691,22,6,0,777
3692,26,1,1,658
3693,2,3,1,456
3694,29,6,1,735
3695,17,4,1,631
3696,18,4,0,567
3697,20,3,1,968
3698,8,0,1,548
3699,15,6,0,85
3700,24,3,1,127
3701,23,6,1,251
3702,0,2,0,943
3703,17,6,1,709
3704,18,1,0,209
3705,4,5,1,257
3706,17,3,0,653
3707,27,1,1,919
3708,2,5,1,490
3709,7,4,0,510
3710,12,0,1,650
3711,29,6,0,908
3712,5,2,1,348
3713,27,4,1,113
3714,16,0,1,219
3715,21,3,0,163
3716,12,6,0,329
3717,6,4,0,662
3718,25,5,0,856
3719,4,3,1,163
3720,3,1,0,710
3721,11,2,0,805
3722,18,5,1,876
3723,19,4,0,369
3724,17,2,1,488
3725,0,0,1,250
3726,14,5,0,161
3727,26,4,0,92
3728,0,5,1,951
3729,20,4,0,60
3730,6,4,0,370
3731,25,6,0,118
3732,21,3,1,351
3733,29,3,1,211
3734,14,3,1,530
3735,26,0,1,122
3736,29,2,1,50
3737,11,2,0,334
3738,18,6,1,224
3739,19,3,1,84
3740,30,3,0,311
3741,22,1,1,72
3742,0,6,0,600
3743,3,6,1,797
3744,21,6,0,837
3745,30,6,1,344
3746,11,6,1,820
3747,7,3,1,573
3748,29,0,0,807
3749,22,3,0,41
3750,16,2,1,970
3751,26,3,1,971
3752,21,5,0,183
3753,11,2,0,30
3754,28,2,1,483
3755,29,5,1,958
3756,12,3,1,888
3757,14,0,1,556
3758,16,5,1,621
3759,16,4,1,357
3760,16,2,0,22
3761,16,0,0,944
3762,29,2,1,831
3763,3,4,1,487
3764,9,5,1,987
3765,19,3,1,944
3766,22,0,0,111
3767,22,0,0,247
3768,2,1,1,120
3769,7,6,1,798
3770,14,1,0,463
3771,21,0,1,770
3772,14,0,0,3
3773,3,6,1,298
3774,27,4,0,386
3775,18,1,1,885
3776,28,3,0,838
3777,11,4,1,413
3778,5,5,0,573
3779,20,1,1,142
3780,1,0,1,82
3781,16,1,1,661
3782,27,1,0,790
3783,3,0,1,523
3784,8,3,1,233
3785,10,1,0,972
3786,14,5,1,657
3787,18,3,1,544
3788,11,0,0,417
3789,18,5,0,811
3790,17,2,0,528
3791,15,3,1,957
3792,15,0,0,521
3793,16,1,1,592
3794,28,1,1,688
3795,16,1,0,557
3796,3,2,0,663
3797,3,4,1,652
3798,22,5,1,232
3799,9,2,0,439
3800,22,3,0,75
3801,19,5,1,579
3802,16,4,0,142
3803,5,4,1,906
3804,23,2,0,410
3805,17,0,0,14
3806,18,2,0,504
3807,6,0,0,879
3808,18,6,1,48
3809,17,0,1,904
3810,23,5,1,521
3811,26,1,0,492
3812,30,5,1,248
3813,5,6,0,456
3814,0,0,1,975
3815,21,4,0,712
3816,6,6,1,585
3817,13,4,1,3
3818,0,4,0,836
3819,3,6,0,743
3820,4,1,1,67
3821,16,1,0,552
3822,26,3,0,55
3823,2,6,0,329
3824,3,2,1,861
3825,25,0,0,363
3826,18,2,0,766
3827,10,0,1,495
3828,29,5,1,173
3829,8,6,0,921
3830,30,3,0,674
3831,8,3,1,801
3832,24,3,1,125
3833,3,4,1,304
3834,13,2,0,950
3835,17,6,0,663
3836,10,1,1,457
3837,16,2,0,799
3838,14,0,1,294
3839,26,0,1,896
3840,9,0,0,763
3841,10,4,0,863
3842,8,0,1,44
3843,28,3,0,743
3844,19,4,0,367
3845,0,1,1,677
3846,20,5,1,826
3847,27,5,1,459
3848,17,0,1,388
3849,22,5,1,732
3850,13,2,0,52
3851,0,5,1,577
3852,28,4,1,364
3853,27,4,1,1
3854,6,4,1,182
3855,26,2,0,256
3856,24,1,1,198
3857,10,4,0,866
3858,24,6,0,298
3859,5,3,0,128
3860,15,0,0,766
3861,25,6,0,925
3862,17,5,0,781
3863,21,2,1,440
3864,6,2,1,461
3865,1,2,0,976
3866,27,1,1,910
3867,2,2,0,818
3868,11,0,1,854
3869,0,0,1,527
3870,29,6,1,368
3871,28,0,1,872
3872,14,2,1,277
3873,8,0,1,861
3874,18,5,0,460
3875,10,5,0,619
3876,0,3,0,664
3877,1,4,0,594
3878,11,0,0,892
3879,9,3,1,721
3880,7,2,0,28
3881,13,1,1,790
3882,22,5,1,144
3883,0,4,1,992
3884,28,5,1,357
3885,22,3,0,809
3886,20,6,0,81
3887,19,6,1,836
3888,4,3,1,33
3889,12,5,1,713
3890,14,3,1,203
3891,9,5,0,34
3892,2,6,1,651
3893,25,6,0,132
3894,29,5,0,275
3895,21,0,0,342
3896,19,2,1,113
3897,8,3,1,922
3898,10,4,1,381
3899,22,2,0,937
