RestaurantId,LocationId,Hours,Stars,Category,RestaurantName
513,513,"Monday: 8:0-17:0
Tuesday: 8:0-17:0
Wednesday: 8:0-17:0
Thursday: 8:0-17:0
Friday: 8:0-17:0
Saturday: Closed
Sunday: Closed",5.0,"Oil Change Stations, Auto Repair, Automotive",Lubrication Corner
514,514,"Monday: 8:0-17:0
Tuesday: 8:0-17:0
Wednesday: 8:0-17:0
Thursday: 8:0-17:0
Friday: 8:0-17:0
Saturday: Closed
Sunday: Closed",4.5,"Home Window Tinting, Car Window Tinting, Auto Detailing, Automotive, Vehicle Wraps, Home Services, Auto Glass Services, Auto Parts & Supplies",Reeder's Auto Tint & Ceramic Coatings
515,515,"Monday: 0:0-0:0
Tuesday: 0:0-0:0
Wednesday: 0:0-0:0
Thursday: 0:0-0:0
Friday: 0:0-0:0
Saturday: 0:0-0:0
Sunday: 0:0-0:0",1.5,"Food, Restaurants, Coffee & Tea, Burgers, Fast Food",McDonald's
516,516,"Monday: 6:0-17:0
Tuesday: 6:0-17:0
Wednesday: 6:0-17:0
Thursday: 6:0-17:0
Friday: 6:0-17:0
Saturday: 6:0-14:0
Sunday: Closed",5.0,"Sporting Goods, Bikes, Shopping",Hands On Bicycle
517,517,"Monday: 0:0-0:0
Tuesday: 8:0-17:0
Wednesday: 8:0-17:0
Thursday: 8:0-17:0
Friday: 8:0-17:0
Saturday: 8:0-14:0
Sunday: Closed",5.0,"Automotive, Oil Change Stations, Transmission Repair, Auto Repair",A.K. Lube & Auto
518,518,"Monday: 8:0-20:0
Tuesday: 8:0-20:0
Wednesday: 8:0-20:0
Thursday: 8:0-20:0
Friday: 8:0-20:0
Saturday: 8:0-18:0
Sunday: 8:0-18:0",2.0,"Health & Medical, Urgent Care",IU Health Urgent Care - Broadripple
519,519,"Monday: Closed
Tuesday: 17:0-21:30
Wednesday: 17:0-21:30
Thursday: 17:0-21:30
Friday: 17:0-21:30
Saturday: 17:30-22:0
Sunday: 17:30-22:0",4.0,"Restaurants, Indian",Biryani Hut
520,520,"Monday: 0:0-0:0
Tuesday: 7:0-19:0
Wednesday: 7:0-19:0
Thursday: 7:0-19:0
Friday: 7:0-16:0
Saturday: 7:0-18:0
Sunday: 9:0-17:0",3.0,"Auto Parts & Supplies, Automotive, Auto Repair, Tires, Oil Change Stations",Firestone Complete Auto Care
521,521,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",2.5,"Barbers, Beauty & Spas",Silvio Hair Styling For Men
522,522,"Monday: Closed
Tuesday: Closed
Wednesday: 11:0-17:0
Thursday: 11:0-17:0
Friday: 11:0-17:0
Saturday: 11:0-17:0
Sunday: 11:0-17:0",4.5,"Antiques, Shopping",Yellow Garage Antiques
523,523,"Monday: Closed
Tuesday: 10:0-16:0
Wednesday: 10:0-16:0
Thursday: 10:0-16:0
Friday: 10:0-16:0
Saturday: 10:0-16:0
Sunday: Closed",5.0,"Shopping, Furniture Stores, Antiques, Home & Garden",Colonial Frontiers
524,524,"Monday: Closed
Tuesday: 11:30-21:0
Wednesday: 11:30-21:0
Thursday: 11:30-21:0
Friday: 11:30-21:0
Saturday: 11:30-21:0
Sunday: 11:30-21:0",4.0,"Indian, Restaurants",Mumbai Bistro
525,525,"Monday: 12:0-0:0
Tuesday: 12:0-0:0
Wednesday: 12:0-0:0
Thursday: 12:0-0:0
Friday: 12:0-0:0
Saturday: 10:0-0:0
Sunday: 10:0-0:0",4.0,"Restaurants, Cocktail Bars, American (New), Desserts, American (Traditional), Nightlife, Bars, Food",Whetstone Tavern
526,526,"Monday: 8:0-20:0
Tuesday: 8:0-20:0
Wednesday: 8:0-20:0
Thursday: 8:0-20:0
Friday: 8:0-20:0
Saturday: 8:0-18:0
Sunday: 8:0-18:0",4.0,"Carpeting, Home Services",Family Carpets
527,527,"Monday: 0:0-0:0
Tuesday: 10:30-18:0
Wednesday: 6:30-22:0
Thursday: 6:30-22:0
Friday: 6:30-22:0
Saturday: 6:30-20:0
Sunday: Closed",4.0,"Event Planning & Services, American (Traditional), Restaurants, Food, Caterers, Fast Food, Chicken Shop, Breakfast & Brunch",Chick-fil-A
528,528,"Monday: Closed
Tuesday: 8:0-19:30
Wednesday: 8:0-19:30
Thursday: Closed
Friday: 8:0-19:30
Saturday: 8:0-19:30
Sunday: 9:0-15:0",4.0,"Veterinarians, Pet Stores, Pets, Pet Photography, Pet Services, Pet Sitting, Pet Groomers",The Main Lion Cat Grooming Salon
529,529,"Monday: 0:0-0:0
Tuesday: 12:0-22:0
Wednesday: 12:0-22:0
Thursday: 12:0-22:0
Friday: 12:0-22:0
Saturday: 9:0-22:0
Sunday: 17:30-20:0",4.0,"Specialty Schools, Education, Gyms, Sports Clubs, Arts & Entertainment, Venues & Event Spaces, Arcades, Event Planning & Services, Recreation Centers, Fitness & Instruction, Art Schools, Local Services, Child Care & Day Care, Active Life",Incrediplex
530,530,"Monday: 10:0-4:0
Tuesday: 10:0-4:0
Wednesday: 10:0-4:0
Thursday: 10:0-5:0
Friday: 10:0-6:0
Saturday: 10:0-6:0
Sunday: 10:0-4:0",2.0,"Restaurants, Fast Food, Burgers",Checkers
531,531,"Monday: Closed
Tuesday: 12:0-20:0
Wednesday: 12:0-20:0
Thursday: 12:0-20:0
Friday: 12:0-22:0
Saturday: 12:0-22:0
Sunday: 12:0-18:0",4.5,"Beauty & Spas, Tattoo",Foolish Pride Tattoo Company
532,532,"Monday: 8:0-17:0
Tuesday: 8:0-17:0
Wednesday: 8:0-17:0
Thursday: 8:0-17:0
Friday: 8:0-17:0
Saturday: 8:0-13:0
Sunday: Closed",3.0,"Car Stereo Installation, Shopping, Electronics, Automotive, Car Window Tinting, Auto Glass Services, Auto Detailing",Dwight's Auto Glass & Tint
533,533,"Monday: 10:0-17:0
Tuesday: 8:45-19:30
Wednesday: 8:45-19:30
Thursday: 7:45-19:45
Friday: 7:45-18:0
Saturday: 10:30-17:0
Sunday: Closed",5.0,"Hair Salons, Beauty & Spas",Collective Concept
534,534,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",4.0,"Beauty & Spas, Nail Salons",4th Street Nails
535,535,"Monday: 10:30-19:0
Tuesday: 10:30-19:0
Wednesday: 10:30-19:0
Thursday: 10:30-19:0
Friday: 10:30-19:0
Saturday: 12:0-17:0
Sunday: Closed",5.0,"Women's Clothing, Bespoke Clothing, Sewing & Alterations, Shopping, Local Services, Laundry Services, Fashion, Dry Cleaning",Yerli's Alterations & Tailoring
536,536,"Monday: 8:0-17:0
Tuesday: 8:0-17:0
Wednesday: 8:0-17:0
Thursday: 8:0-17:0
Friday: 8:0-17:0
Saturday: 9:0-12:0
Sunday: Closed",4.0,"Landscaping, Home Services",Man of the Soil Landscape Builder
537,537,"Monday: 7:0-16:0
Tuesday: 7:0-16:0
Wednesday: 7:0-16:0
Thursday: 7:0-16:0
Friday: 7:0-16:0
Saturday: 7:0-16:0
Sunday: 7:0-16:0",4.0,"Bagels, Food, Breakfast & Brunch, Coffee & Tea, Restaurants, Burgers, Delis",NY Bagel & Deli Shop
538,538,"Monday: 0:0-0:0
Tuesday: Closed
Wednesday: 16:0-0:0
Thursday: 16:0-0:0
Friday: 16:0-1:0
Saturday: 12:0-1:0
Sunday: 12:0-21:0",4.0,"Bars, Breakfast & Brunch, Restaurants, American (New), Coffee & Tea, Food, Nightlife, Vegetarian",The Bricks
539,539,"Monday: 0:0-0:0
Tuesday: 9:0-17:0
Wednesday: 9:0-19:0
Thursday: 9:0-19:0
Friday: 9:0-18:0
Saturday: 10:0-18:0
Sunday: Closed",5.0,"Weight Loss Centers, Health & Medical, Beauty & Spas, Eyelash Service, Skin Care, Permanent Makeup, Cryotherapy",Lush Ink & Skin Studio
540,540,"Monday: Closed
Tuesday: 10:0-22:0
Wednesday: 10:0-22:0
Thursday: 10:0-22:0
Friday: 10:0-22:0
Saturday: 10:0-22:0
Sunday: 10:0-22:0",4.5,"Active Life, Event Planning & Services, Escape Games, Challenge Courses, Team Building Activities",Philadelphia Room Escape
541,541,"Monday: Closed
Tuesday: 10:0-17:0
Wednesday: 10:0-17:0
Thursday: 10:0-17:0
Friday: 10:0-17:0
Saturday: 10:0-16:0
Sunday: Closed",4.5,"Beauty & Spas, Eyelash Service",Wink Lash Studio + Bath Bar
542,542,"Monday: 11:0-20:0
Tuesday: 11:0-20:0
Wednesday: 11:0-20:0
Thursday: 11:0-20:0
Friday: 11:0-20:0
Saturday: 11:0-20:0
Sunday: 11:0-20:0",3.0,"Restaurants, Seafood, Breakfast & Brunch, American (Traditional)",Piccadilly
543,543,"Monday: 10:0-20:0
Tuesday: 10:0-20:0
Wednesday: 10:0-20:0
Thursday: 10:0-20:0
Friday: 10:0-20:0
Saturday: 10:0-20:0
Sunday: 10:0-20:0",4.5,"Beer, Wine & Spirits, Food",Sherbrooke Liquor Store
544,544,"Monday: 10:0-17:30
Tuesday: 10:0-17:30
Wednesday: 10:0-17:30
Thursday: 10:0-17:30
Friday: 10:0-17:30
Saturday: 10:0-17:30
Sunday: 11:0-17:30",4.0,"Shopping, Home & Garden, Home Decor, Props",Prop and Decor Outlet: The Tent Merchant Inc.
545,545,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",2.0,"Shopping, Fashion, Men's Clothing, Children's Clothing, Women's Clothing",PalmerCash
546,546,"Monday: 11:0-22:0
Tuesday: 11:0-22:0
Wednesday: 11:0-22:0
Thursday: 11:0-22:0
Friday: 11:0-22:0
Saturday: 11:0-22:0
Sunday: 12:0-21:30",3.0,"Chinese, Restaurants",Hong Kong Sunny
547,547,"Monday: 8:0-17:0
Tuesday: 8:0-17:0
Wednesday: 8:0-17:0
Thursday: 8:0-17:0
Friday: 8:0-17:0
Saturday: Closed
Sunday: Closed",1.0,"Real Estate, Apartments, Home Services, Local Services, Self Storage",Riverwood Apartments
548,548,"Monday: Closed
Tuesday: 9:0-16:0
Wednesday: 9:0-16:0
Thursday: 9:0-16:0
Friday: Closed
Saturday: Closed
Sunday: Closed",5.0,"Health & Medical, Beauty & Spas, Skin Care, Acupuncture, Massage, Traditional Chinese Medicine","Dawna Ara, DACM, LAc"
549,549,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",4.0,"Dry Cleaning & Laundry, Local Services, Laundry Services",Valley Cleaners
550,550,"Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: Closed
Saturday: 11:30-20:0
Sunday: 12:30-18:0",4.5,"Restaurants, Barbeque",Big Mike's BBQ
551,551,"Monday: 9:30-17:0
Tuesday: 9:30-17:0
Wednesday: 9:30-17:0
Thursday: 9:30-17:0
Friday: 9:30-17:0
Saturday: 9:30-17:0
Sunday: Closed",4.5,"Arts & Crafts, Shopping",Sign of the Arrow
552,552,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",4.0,"American (Traditional), Bars, Breakfast & Brunch, Nightlife, Cocktail Bars, Restaurants, Hotels & Travel, Hotels, Event Planning & Services",Olde Black Horse
553,553,"Monday: Closed
Tuesday: 15:0-22:0
Wednesday: 15:0-22:0
Thursday: 15:0-22:0
Friday: 15:0-22:0
Saturday: 12:0-22:0
Sunday: 12:0-22:0",4.0,"Cajun/Creole, Seafood, Noodles, Restaurants",The Boiling House
554,554,"Monday: 0:0-0:0
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: 15:0-21:0
Saturday: 15:0-21:0
Sunday: Closed",5.0,"Food Trucks, Restaurants, Caterers, Event Planning & Services, Food, Mexican, Spanish, Desserts",Just Churros
555,555,"Monday: 11:0-1:0
Tuesday: 11:0-1:0
Wednesday: 11:0-1:0
Thursday: 11:0-1:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 17:0-0:0",3.5,"Mediterranean, Lounges, Bars, Nightlife, Restaurants, Greek",Momo's Ouzaria Taverna
556,556,"Monday: 11:0-22:0
Tuesday: 11:0-22:0
Wednesday: 11:0-22:0
Thursday: 11:0-22:0
Friday: 11:0-22:0
Saturday: 11:0-22:0
Sunday: 11:0-22:0",3.0,"Food, Restaurants, Chinese, Bubble Tea, Vietnamese",Pho Bistro
557,557,"Monday: 5:0-22:0
Tuesday: 5:0-22:0
Wednesday: 5:0-22:0
Thursday: 5:0-22:0
Friday: 5:0-22:0
Saturday: 5:0-22:0
Sunday: 5:0-22:0",2.0,"Coffee & Tea, Donuts, Food",Dunkin'
558,558,"Monday: Closed
Tuesday: Closed
Wednesday: 17:0-1:0
Thursday: 17:0-1:0
Friday: 17:0-2:0
Saturday: 17:0-2:0
Sunday: 12:0-0:0",4.0,"American (Traditional), Music Venues, Restaurants, Cocktail Bars, Burgers, Bars, American (New), Nightlife, Arts & Entertainment",Reno Downtown Joint
559,559,"Monday: 11:0-21:0
Tuesday: 11:0-21:0
Wednesday: 11:0-21:0
Thursday: 11:0-21:0
Friday: 11:0-21:0
Saturday: 11:0-21:0
Sunday: 12:0-18:0",2.0,"Shoe Stores, Fashion, Shopping, Formal Wear, Accessories, Men's Clothing",Jos A Bank
560,560,"Monday: Closed
Tuesday: Closed
Wednesday: 11:0-21:0
Thursday: 11:0-21:0
Friday: 11:0-21:0
Saturday: 11:0-21:0
Sunday: 11:0-21:0",4.0,"American (New), Barbeque, Restaurants, Burgers, Sandwiches, Salad",Smoke & Thyme
561,561,"Monday: 14:0-0:0
Tuesday: 14:0-0:0
Wednesday: 14:0-0:0
Thursday: 14:0-0:0
Friday: 14:0-2:0
Saturday: 14:0-2:0
Sunday: Closed",4.0,"Tattoo, Piercing, Beauty & Spas",Tattoos by Taz
562,562,"Monday: 7:0-15:0
Tuesday: 7:0-15:0
Wednesday: 7:0-15:0
Thursday: 7:0-15:0
Friday: 7:0-15:0
Saturday: 7:0-15:0
Sunday: 7:0-15:0",3.5,"Bagels, Restaurants, Caterers, Sandwiches, Event Planning & Services, Delis, Food",Union Teller Delicatessen
563,563,"Monday: Closed
Tuesday: 11:0-18:30
Wednesday: 11:0-18:30
Thursday: 11:0-18:30
Friday: 11:0-18:0
Saturday: 9:0-15:0
Sunday: Closed",5.0,"Hair Extensions, Hair Salons, Hair Stylists, Beauty & Spas, Blow Dry/Out Services",Studio 240
564,564,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",4.0,"Arts & Entertainment, Venues & Event Spaces, Event Planning & Services, Festivals",Pima County Fair
565,565,"Monday: 9:30-18:0
Tuesday: 9:30-18:0
Wednesday: 9:30-18:0
Thursday: 9:30-18:0
Friday: 9:30-18:0
Saturday: 9:30-17:0
Sunday: 9:30-17:0",3.0,"Self Storage, Local Services",Public Storage
566,566,"Monday: 10:0-18:0
Tuesday: 10:0-18:0
Wednesday: 10:0-18:0
Thursday: 10:0-18:0
Friday: 10:0-18:0
Saturday: 10:0-17:0
Sunday: Closed",2.5,"Home Decor, Home & Garden, Gift Shops, Shopping, Flowers & Gifts",Addendum
567,567,"Monday: 0:0-0:0
Tuesday: 17:0-21:30
Wednesday: 17:0-21:30
Thursday: 17:0-21:30
Friday: 17:0-22:0
Saturday: 11:0-22:0
Sunday: 11:0-21:30",4.5,"Indian, Restaurants",Persis Biryani Indian Grill
568,568,"Monday: 9:30-19:0
Tuesday: 9:30-19:0
Wednesday: 9:30-19:0
Thursday: 9:30-19:0
Friday: 9:0-19:0
Saturday: 9:0-19:0
Sunday: 12:0-17:0",4.0,"Beauty & Spas, Hair Removal, Skin Care, Waxing, Nail Salons",Brilliant Nail Spa
569,569,"Monday: 17:0-22:0
Tuesday: 17:0-22:0
Wednesday: 17:0-22:0
Thursday: 17:0-22:0
Friday: 17:0-22:0
Saturday: 17:0-22:0
Sunday: 17:0-22:0",4.0,"Pakistani, Indian, Restaurants",Amber Indian Restaurant
570,570,"Monday: 11:0-21:0
Tuesday: 11:0-21:0
Wednesday: 11:0-21:0
Thursday: 11:0-21:0
Friday: 11:0-21:0
Saturday: 11:0-21:0
Sunday: 10:30-19:30",4.0,"Restaurants, Caterers, Barbeque, American (Traditional), Event Planning & Services",City Barbeque
571,571,"Monday: Closed
Tuesday: Closed
Wednesday: 10:0-18:0
Thursday: 10:0-18:0
Friday: 10:0-18:0
Saturday: 10:0-18:0
Sunday: Closed",4.0,"Grocery, Food, Farmers Market",None Such Farm Market
572,572,"Monday: 8:0-16:0
Tuesday: 8:0-16:0
Wednesday: Closed
Thursday: 8:0-16:0
Friday: 8:0-16:0
Saturday: 8:0-16:0
Sunday: Closed",4.5,"Breakfast & Brunch, Coffee & Tea, Sandwiches, Food, Restaurants, Cafes",Barista Cafe
573,573,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",2.0,"Food, Donuts, Coffee & Tea",Dunkin' Donuts
574,574,"Monday: 0:0-0:0
Tuesday: 0:0-0:0
Wednesday: 0:0-0:0
Thursday: 0:0-0:0
Friday: 0:0-0:0
Saturday: 0:0-0:0
Sunday: 0:0-0:0",1.5,"Event Planning & Services, Hotels, Hotels & Travel",Quality Inn & Suites
575,575,"Monday: 7:0-15:0
Tuesday: 7:0-15:0
Wednesday: 7:0-15:0
Thursday: 7:0-15:0
Friday: 7:0-15:0
Saturday: Closed
Sunday: Closed",3.0,"Food, Cafes, Restaurants, Coffee & Tea, Breakfast & Brunch",Cafe Victoria's
576,576,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",4.5,"Local Services, Printing Services",Modern Printers
577,577,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",3.0,"Italian, Spanish, Restaurants, Food",Picasso Restaurant & Bar
578,578,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",4.5,"Local Flavor, Arts & Entertainment, Festivals",Gasparilla Pirate Festival
579,579,"Monday: 8:30-17:0
Tuesday: 8:30-17:0
Wednesday: 8:30-17:0
Thursday: 8:30-17:0
Friday: 8:30-17:0
Saturday: Closed
Sunday: Closed",4.0,"Automotive, Auto Parts & Supplies",Cole Brothers
580,580,"Monday: 8:30-17:0
Tuesday: Closed
Wednesday: 8:30-17:0
Thursday: 8:30-17:0
Friday: Closed
Saturday: Closed
Sunday: Closed",2.5,"Orthodontists, Health & Medical, Pediatric Dentists, Dentists",Children's Dental And Orthodontic Associates
581,581,"Monday: 10:0-20:0
Tuesday: 10:0-20:0
Wednesday: 10:0-20:0
Thursday: 10:0-20:0
Friday: 10:0-18:0
Saturday: 11:0-20:0
Sunday: 10:0-19:0",4.5,"Home & Garden, Home Decor, Mattresses, Shopping, Furniture Stores",Mattress Firm West End Avenue
582,582,"Monday: 9:0-19:0
Tuesday: 9:0-19:0
Wednesday: 9:0-19:0
Thursday: 9:0-19:0
Friday: 9:0-19:0
Saturday: 9:0-17:30
Sunday: Closed",5.0,"Beauty & Spas, Hair Salons, Waxing, Nail Salons, Hair Removal",Appreciate You Hair And Nails
583,583,"Monday: 13:0-18:30
Tuesday: 8:0-12:0
Wednesday: 15:0-18:30
Thursday: 15:0-18:30
Friday: Closed
Saturday: Closed
Sunday: Closed",5.0,"Nutritionists, Weight Loss Centers, Health & Medical, Chiropractors, Active Life, Fitness & Instruction",Functional Life
584,584,"Monday: 11:0-22:0
Tuesday: 11:0-22:0
Wednesday: 11:0-22:0
Thursday: 11:0-22:0
Friday: 11:0-22:30
Saturday: 11:0-22:30
Sunday: 11:0-22:0",3.5,"Mexican, Restaurants",El Rancho Nuevo
585,585,"Monday: 12:0-21:0
Tuesday: 12:0-21:0
Wednesday: 12:0-21:0
Thursday: 12:0-21:0
Friday: 12:0-21:0
Saturday: 12:0-21:0
Sunday: 12:0-21:0",4.5,"Ice Cream & Frozen Yogurt, Food",Poppy's Ice Cream
586,586,"Monday: 0:0-0:0
Tuesday: 10:30-20:0
Wednesday: Closed
Thursday: 13:0-19:0
Friday: 11:0-18:0
Saturday: 14:0-19:0
Sunday: Closed",5.0,"Health & Medical, Beauty & Spas, Massage Therapy, Day Spas, Massage",WobbeMassage
587,587,"Monday: 11:0-19:0
Tuesday: 11:0-19:0
Wednesday: 11:0-19:0
Thursday: 11:0-19:0
Friday: 11:0-19:0
Saturday: 11:0-19:0
Sunday: 12:0-18:0",3.0,"Shopping, Furniture Stores, Rugs, Home & Garden, Home Decor",Arhaus
588,588,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",4.0,"Bakeries, Imported Food, Food, Ethnic Food, Specialty Food",Norma's Sweets Bakery
589,589,"Monday: 0:0-0:0
Tuesday: 9:0-21:0
Wednesday: 9:0-21:0
Thursday: 9:0-21:0
Friday: 9:0-21:0
Saturday: 9:0-21:0
Sunday: Closed",5.0,"Walking Tours, Tours, Hotels & Travel, Historical Tours",Ernie's Tours
590,590,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",4.5,"Diners, Restaurants",High Ridge Family Diner
591,591,"Monday: 5:30-21:0
Tuesday: 5:30-21:0
Wednesday: 5:30-21:0
Thursday: 5:30-21:0
Friday: 5:30-21:0
Saturday: 6:30-21:0
Sunday: 6:30-21:0",3.0,"Coffee & Tea, Food",Starbucks
592,592,"Monday: 9:0-20:0
Tuesday: 9:0-20:0
Wednesday: 9:0-20:0
Thursday: 9:0-20:0
Friday: 9:0-20:0
Saturday: 9:0-20:0
Sunday: 11:0-17:0",2.5,"Fashion, Children's Clothing, Shopping",Once Upon A Child - Reno
593,593,"Monday: 8:0-23:0
Tuesday: 8:0-23:0
Wednesday: 8:0-23:0
Thursday: 8:0-23:0
Friday: 8:0-23:0
Saturday: 8:0-23:0
Sunday: 8:0-23:0",4.0,"Bars, Cocktail Bars, Coffee & Tea, Food, Restaurants, Cafes, Steakhouses, Nightlife, Tapas/Small Plates",DOSC
594,594,"Monday: 0:0-0:0
Tuesday: 10:0-22:0
Wednesday: 10:0-22:0
Thursday: 10:0-22:0
Friday: 10:0-23:0
Saturday: 10:0-23:0
Sunday: 11:0-22:0",4.0,"Italian, American (Traditional), Pizza, Restaurants, Cheesesteaks",La Cucina Italian Eatery
595,595,"Monday: 8:0-17:30
Tuesday: 8:0-17:30
Wednesday: 8:0-17:30
Thursday: 8:0-17:30
Friday: 8:0-17:30
Saturday: Closed
Sunday: Closed",5.0,"Contractors, Garage Door Services, Home Services",James L Frank Door Service
596,596,"Monday: 11:30-21:0
Tuesday: Closed
Wednesday: Closed
Thursday: 11:30-21:0
Friday: 11:30-22:0
Saturday: 11:30-22:0
Sunday: 11:30-21:0",4.0,"Nightlife, Seafood, Bars, Restaurants, American (Traditional)",ZigZag Scallop
597,597,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",2.0,"Pretzels, Shopping Centers, Food, Shopping, Bakeries",Auntie Anne's
598,598,"Monday: Closed
Tuesday: 12:0-23:0
Wednesday: 12:0-23:0
Thursday: 12:0-23:0
Friday: 12:0-1:30
Saturday: 12:0-1:0
Sunday: 16:0-23:0",4.0,"Restaurants, African, Caribbean",African Palace Bar And Grill
599,599,"Monday: 6:0-15:30
Tuesday: 6:0-15:30
Wednesday: 6:0-15:30
Thursday: 6:0-15:30
Friday: 6:0-15:30
Saturday: 6:0-15:30
Sunday: 6:0-15:30",3.5,"Food, Breakfast & Brunch, Restaurants, Bagels, Coffee & Tea",Bagelicious and More
600,600,"Monday: 8:30-18:0
Tuesday: 8:30-18:0
Wednesday: 8:30-18:0
Thursday: 8:30-18:0
Friday: 8:30-18:0
Saturday: 8:30-18:0
Sunday: 10:0-18:0",3.0,"Automotive, Auto Repair",Champion Chevrolet - Service Department
601,601,"Monday: 10:0-18:0
Tuesday: 10:0-18:0
Wednesday: 10:0-18:0
Thursday: 10:0-18:0
Friday: 10:0-18:0
Saturday: 10:0-18:0
Sunday: 11:0-18:0",4.5,"Shopping, Women's Clothing, Jewelry, Fashion, Accessories",Tienda Ho
602,602,"Monday: 0:0-0:0
Tuesday: 11:0-20:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-0:0
Saturday: 11:0-0:0
Sunday: 11:0-0:0",2.5,"Chicken Wings, Salad, Restaurants, Pizza, Italian, Sandwiches",Rusty's Pizza Parlor
603,603,"Monday: 9:0-18:0
Tuesday: 9:0-18:0
Wednesday: 9:0-18:0
Thursday: 9:0-19:0
Friday: 9:0-18:0
Saturday: 10:0-16:0
Sunday: 10:0-16:0",4.0,"Event Planning & Services, Wedding Planning, Florists, Shopping, Flowers & Gifts",Divine Designs Floral & Tropicals
604,604,"Monday: 9:0-18:0
Tuesday: 9:0-18:0
Wednesday: 9:0-18:0
Thursday: 9:0-18:0
Friday: 9:0-18:0
Saturday: 10:0-17:0
Sunday: 12:0-17:0",1.0,"Apartments, University Housing, Home Services, Real Estate, Property Management",University Crossings
605,605,"Monday: 7:0-19:0
Tuesday: 7:0-19:0
Wednesday: 7:0-19:0
Thursday: 7:0-19:0
Friday: 7:0-19:0
Saturday: 7:0-19:0
Sunday: 7:0-19:0",4.0,"Carpenters, Refinishing Services, Flooring, Home Services",B&M Hardwood Flooring
606,606,"Monday: 9:0-18:0
Tuesday: 9:0-18:0
Wednesday: 9:0-18:0
Thursday: 9:0-18:0
Friday: 9:0-18:0
Saturday: 9:0-18:0
Sunday: Closed",4.5,"Movers, Local Services, Furniture Assembly, Home Services, Shopping, Pool & Billiards, Furniture Repair",Rack n Roll Billiards
607,607,"Monday: 15:0-1:0
Tuesday: 15:0-1:0
Wednesday: 15:0-1:0
Thursday: 15:0-1:0
Friday: 15:0-1:0
Saturday: 15:0-1:0
Sunday: 15:0-0:0",4.0,"Nightlife, Bars, Pubs",Fox & Hounds Tavern
608,608,"Monday: 8:0-16:0
Tuesday: 8:0-16:0
Wednesday: 8:0-16:0
Thursday: 8:0-16:0
Friday: 8:0-16:0
Saturday: Closed
Sunday: Closed",4.0,"Party Supplies, Event Planning & Services, Party Equipment Rentals",Preferred Party Place
609,609,"Monday: 10:30-23:0
Tuesday: 10:30-23:0
Wednesday: 10:30-23:0
Thursday: 10:30-23:0
Friday: 10:30-0:0
Saturday: 10:30-0:0
Sunday: 10:30-22:0",2.0,"Restaurants, Chicken Shop, Fast Food, Chicken Wings",KFC
